Filename,1AutonomousSearchAverageSizeOfHeap,1AutonomousSearchNumAssignedPredicatesEncountered,1AutonomousSearchNumBackupCalled,1AutonomousSearchNumCalls,1AutonomousSearchNumPredicatesAdded,1AutonomousSearchNumPredicatesRemoved,ERROR,UNSATISFIABLE,engineStatisticsNumConflicts,engineStatisticsNumDecisions,engineStatisticsNumPropagations,engineStatisticsNumRestarts,engineStatisticsTimeSpentInSolver,flatIntConstraints,flatIntVars,flatTime,learnedClauseStatisticsAverageBacktrackAmount,learnedClauseStatisticsAverageConflictSize,learnedClauseStatisticsAverageLbd,learnedClauseStatisticsAverageLearnedClauseLength,learnedClauseStatisticsAverageNumberOfRemovedLiteralsRecursive,learnedClauseStatisticsAverageNumberOfRemovedLiteralsSemantic,learnedClauseStatisticsNumUnitClausesLearned,mddCompilationTime,method,paths
qcp-20-187-2_ext,,,,,,,1,0,,,,,,40,187,0.189623,,,,,,,,,satisfy,0
qcp-20-187-3_ext,,,,,,,1,0,,,,,,40,187,0.204802,,,,,,,,,satisfy,0
qcp-20-187-4_ext,,,,,,,1,0,,,,,,40,187,0.194909,,,,,,,,,satisfy,0
qcp-20-187-5_ext,,,,,,,1,0,,,,,,40,187,0.197795,,,,,,,,,satisfy,0
qcp-20-187-6_ext,,,,,,,1,0,,,,,,40,187,0.164445,,,,,,,,,satisfy,0
qcp-20-187-7_ext,,,,,,,1,0,,,,,,40,187,0.204647,,,,,,,,,satisfy,0
qcp-20-187-8_ext,,,,,,,1,0,,,,,,40,187,0.160386,,,,,,,,,satisfy,0
qcp-20-187-9_ext,,,,,,,1,0,,,,,,40,187,0.166091,,,,,,,,,satisfy,0
qcp-25-264-0_ext,,,,,,,1,0,,,,,,50,264,0.183889,,,,,,,,,satisfy,0
qcp-25-264-10_ext,,,,,,,1,0,,,,,,50,264,0.212716,,,,,,,,,satisfy,0
qcp-25-264-11_ext,,,,,,,1,0,,,,,,50,264,0.190321,,,,,,,,,satisfy,0
qcp-25-264-12_ext,,,,,,,1,0,,,,,,50,264,0.205074,,,,,,,,,satisfy,0
qcp-25-264-13_ext,,,,,,,1,0,,,,,,50,264,0.221914,,,,,,,,,satisfy,0
qcp-25-264-14_ext,,,,,,,1,0,,,,,,50,264,0.167822,,,,,,,,,satisfy,0
qcp-25-264-1_ext,,,,,,,1,0,,,,,,50,264,0.215127,,,,,,,,,satisfy,0
qcp-25-264-2_ext,,,,,,,1,0,,,,,,50,264,0.179882,,,,,,,,,satisfy,0
qcp-25-264-3_ext,,,,,,,1,0,,,,,,50,264,0.184437,,,,,,,,,satisfy,0
qcp-25-264-4_ext,,,,,,,1,0,,,,,,50,264,0.16551,,,,,,,,,satisfy,0
qcp-25-264-5_ext,,,,,,,1,0,,,,,,50,264,0.18404,,,,,,,,,satisfy,0
qcp-25-264-6_ext,,,,,,,1,0,,,,,,50,264,0.156166,,,,,,,,,satisfy,0
qcp-25-264-7_ext,,,,,,,1,0,,,,,,50,264,0.167136,,,,,,,,,satisfy,0
qcp-25-264-8_ext,,,,,,,1,0,,,,,,50,264,0.169456,,,,,,,,,satisfy,0
qcp-25-264-9_ext,,,,,,,1,0,,,,,,50,264,0.174051,,,,,,,,,satisfy,0
