Filename,1AutonomousSearchAverageSizeOfHeap,1AutonomousSearchNumAssignedPredicatesEncountered,1AutonomousSearchNumBackupCalled,1AutonomousSearchNumCalls,1AutonomousSearchNumPredicatesAdded,1AutonomousSearchNumPredicatesRemoved,ERROR,UNKNOWN,UNSATISFIABLE,engineStatisticsNumConflicts,engineStatisticsNumDecisions,engineStatisticsNumPropagations,engineStatisticsNumRestarts,engineStatisticsTimeSpentInSolver,flatIntConstraints,flatIntVars,flatTime,learnedClauseStatisticsAverageBacktrackAmount,learnedClauseStatisticsAverageConflictSize,learnedClauseStatisticsAverageLbd,learnedClauseStatisticsAverageLearnedClauseLength,learnedClauseStatisticsAverageNumberOfRemovedLiteralsRecursive,learnedClauseStatisticsAverageNumberOfRemovedLiteralsSemantic,learnedClauseStatisticsNumUnitClausesLearned,mddCompilationTime,method,paths
qcp-10-67-0_ext,383,383,0,1,383,0,0,0,0,15,95,1098,0,17,20,67,0.157349,4.8,2,5,8.066666666666666,0.26666666666666666,0.13333333333333333,0,0.242549209,satisfy,0
qcp-10-67-10_ext,,,,,,,0,0,1,43,158,1766,0,20,20,67,0.0595059,3.761904761904762,2.0952380952380953,1.9230769230769231,4.214285714285714,0.42857142857142855,0.4523809523809524,3,0.254152871,satisfy,0
qcp-10-67-11_ext,,,,,,,0,0,1,219,619,7455,0,124,20,67,0.0577301,2.8394495412844036,2.743119266055046,4.509433962264151,8.756880733944953,0.41743119266055045,0.27522935779816515,6,0.198038411,satisfy,0
qcp-10-67-12_ext,,,,,,,0,0,1,185,604,6469,0,89,20,67,0.0623604,3.282608695652174,2.3206521739130435,3.9329608938547485,7.896739130434782,0.23369565217391305,0.32065217391304346,5,0.27923903,satisfy,0
qcp-10-67-13_ext,,,,,,,0,0,1,8,24,588,0,4,20,67,0.0500156,3.4285714285714284,2,1,1.8571428571428572,0.7142857142857143,0.2857142857142857,5,0.197060105,satisfy,0
qcp-10-67-14_ext,,,,,,,0,0,1,19,83,1208,0,13,20,67,0.0651843,4.611111111111111,2.111111111111111,1.9285714285714286,3.6666666666666665,0.3333333333333333,0.2222222222222222,4,0.189560244,satisfy,0
qcp-10-67-1_ext,345,345,0,1,345,0,0,0,0,30,90,1388,0,12,20,67,0.0684545,2.4,2,3.7666666666666666,6.733333333333333,0.43333333333333335,0.36666666666666664,0,0.195724385,satisfy,0
qcp-10-67-2_ext,69,69,0,1,69,0,0,0,0,2,16,623,0,5,20,67,0.0623904,1,2,3.5,8,0,0.5,0,0.259115917,satisfy,0
qcp-10-67-3_ext,759,759,0,1,759,0,0,0,0,75,157,2764,0,32,20,67,0.0611643,1.8533333333333333,2.8666666666666667,4.986666666666666,12.2,0.4,0.32,0,0.173110562,satisfy,0
qcp-10-67-4_ext,503,503,0,1,503,0,0,0,0,26,67,1216,0,8,20,67,0.064973,1.8076923076923077,2,5.115384615384615,9.153846153846153,0.34615384615384615,0.4230769230769231,0,0.281365871,satisfy,0
qcp-10-67-5_ext,0,0,0,1,0,0,0,0,0,0,20,576,0,5,20,67,0.0597463,0,0,0,0,0,0,0,0.138374113,satisfy,0
qcp-10-67-6_ext,347,347,0,1,347,0,0,0,0,19,55,972,0,6,20,67,0.0571124,1.4736842105263157,2.9473684210526314,4.894736842105263,9.473684210526315,0.3684210526315789,0.47368421052631576,0,0.392822197,satisfy,0
qcp-10-67-7_ext,495,495,0,1,495,0,0,0,0,51,159,1998,0,16,20,67,0.0661957,2.607843137254902,2.2745098039215685,3.06,5.901960784313726,0.21568627450980393,0.43137254901960786,1,0.290001823,satisfy,0
qcp-10-67-8_ext,61,61,0,1,61,0,0,0,0,2,23,598,0,7,20,67,0.051168,1.5,2,3.5,5.5,0,0,0,0.326569632,satisfy,0
qcp-10-67-9_ext,262,262,0,1,262,0,0,0,0,10,38,744,0,9,20,67,0.0634872,1.8,2,4.1,8,0.1,0.5,0,0.224657665,satisfy,0
qcp-15-120-0_ext,1994,1994,0,1,1994,0,0,0,0,59,195,4691,0,62,30,120,0.0693029,2.76271186440678,2.2033898305084745,9.135593220338983,19.440677966101696,0.4576271186440678,0.4745762711864407,0,10.429163978,satisfy,0
qcp-15-120-10_ext,,,,,,,0,0,1,5795,9428,358048,0,5982,30,120,0.0559345,1.627200552295478,4.340869865377977,5.622018665744902,20.605281325509146,2.7854677252329996,0.6741456679323438,8,9.925425065,satisfy,0
qcp-15-120-11_ext,,,,,,,0,0,1,44,127,3283,0,51,30,120,0.0710343,2.953488372093023,2.3255813953488373,3.85,7.883720930232558,0.4883720930232558,0.4883720930232558,3,2.997608223,satisfy,0
