Filename,1AutonomousSearchAverageSizeOfHeap,1AutonomousSearchNumAssignedPredicatesEncountered,1AutonomousSearchNumBackupCalled,1AutonomousSearchNumCalls,1AutonomousSearchNumPredicatesAdded,1AutonomousSearchNumPredicatesRemoved,ERROR,UNKNOWN,UNSATISFIABLE,engineStatisticsNumConflicts,engineStatisticsNumDecisions,engineStatisticsNumPropagations,engineStatisticsNumRestarts,engineStatisticsTimeSpentInSolver,flatIntConstraints,flatIntVars,flatTime,learnedClauseStatisticsAverageBacktrackAmount,learnedClauseStatisticsAverageConflictSize,learnedClauseStatisticsAverageLbd,learnedClauseStatisticsAverageLearnedClauseLength,learnedClauseStatisticsAverageNumberOfRemovedLiteralsRecursive,learnedClauseStatisticsAverageNumberOfRemovedLiteralsSemantic,learnedClauseStatisticsNumUnitClausesLearned,mddCompilationTime,method,nSolutions,paths
qcp-10-67-0_ext,140.16876574307304,17510,159,397,1152,0,0,0,0,127,894,36912,0,154,20,100,0.172654,6.826771653543307,9.716535433070867,4.330708661417323,7.511811023622047,0.3464566929133858,0.49606299212598426,0,0.156390091,satisfy,1,0
qcp-10-67-10_ext,,,,,,,0,0,1,43,158,8029,0,30,20,100,0.0810251,3.761904761904762,2.0952380952380953,1.9230769230769231,4.214285714285714,0.42857142857142855,0.4523809523809524,3,0.137929512,satisfy,0,0
qcp-10-67-11_ext,,,,,,,0,0,1,221,616,34270,0,129,20,100,0.0782057,2.8,2.7,4.5233644859813085,8.754545454545454,0.42727272727272725,0.2772727272727273,6,0.123374667,satisfy,0,0
qcp-10-67-12_ext,,,,,,,0,0,1,185,604,29305,0,117,20,100,0.0779205,3.282608695652174,2.3206521739130435,3.9329608938547485,7.896739130434782,0.23369565217391305,0.32065217391304346,5,0.149221525,satisfy,0,0
qcp-10-67-13_ext,,,,,,,0,0,1,8,24,1341,0,4,20,100,0.0778433,3.4285714285714284,2,1,1.8571428571428572,0.7142857142857143,0.2857142857142857,5,0.13092764,satisfy,0,0
qcp-10-67-14_ext,,,,,,,0,0,1,19,83,4936,0,18,20,100,0.0794412,4.611111111111111,2.388888888888889,1.9285714285714286,3.6666666666666665,0.3333333333333333,0.2222222222222222,4,0.124990262,satisfy,0,0
qcp-10-67-1_ext,84.01408450704226,7459,97,142,860,0,0,0,0,96,461,24022,0,93,20,100,0.0799461,4.59375,7.645833333333333,3.875,7.78125,0.2916666666666667,0.625,0,0.100192974,satisfy,1,0
qcp-10-67-2_ext,55.31558935361217,6743,133,263,804,0,0,0,0,106,429,21871,0,101,20,100,0.077683,3.849056603773585,10.641509433962264,3.3773584905660377,7.622641509433962,0.41509433962264153,0.6415094339622641,0,0.201841378,satisfy,1,0
qcp-10-67-3_ext,96.25714285714285,10566,143,210,1400,0,0,0,0,169,493,23491,0,97,20,100,0.077576,2.804733727810651,6.017751479289941,4.207100591715976,9.21301775147929,0.31952662721893493,0.5502958579881657,0,0.087819652,satisfy,1,0
qcp-10-67-4_ext,139.7560975609756,14851,106,123,932,0,0,0,0,92,470,25620,0,94,20,100,0.0779545,4.880434782608695,5.9021739130434785,4.271739130434782,7.239130434782608,0.18478260869565216,0.4782608695652174,0,0.116095754,satisfy,1,0
