Filename,11AutonomousSearchAverageSizeOfHeap,11AutonomousSearchNumAssignedPredicatesEncountered,11AutonomousSearchNumBackupCalled,11AutonomousSearchNumCalls,11AutonomousSearchNumPredicatesAdded,11AutonomousSearchNumPredicatesRemoved,ERROR,UNKNOWN,UNSATISFIABLE,engineStatisticsNumConflicts,engineStatisticsNumDecisions,engineStatisticsNumPropagations,engineStatisticsNumRestarts,engineStatisticsTimeSpentInSolver,flatIntConstraints,flatIntVars,flatTime,learnedClauseStatisticsAverageBacktrackAmount,learnedClauseStatisticsAverageConflictSize,learnedClauseStatisticsAverageLbd,learnedClauseStatisticsAverageLearnedClauseLength,learnedClauseStatisticsAverageNumberOfRemovedLiteralsRecursive,learnedClauseStatisticsAverageNumberOfRemovedLiteralsSemantic,learnedClauseStatisticsNumUnitClausesLearned,mddCompilationTime,method,paths
qcp-10-67-0_ext,298,298,0,1,298,0,0,0,0,45,576,6156,0,59,20,67,0.144489,11.577777777777778,8.688888888888888,3.533333333333333,6.911111111111111,0.17777777777777778,0.6888888888888889,0,0.222261651,satisfy,0
qcp-10-67-10_ext,,,,,,,0,0,1,86,161,8036,0,41,20,67,0.0502985,1.8941176470588235,2.8941176470588235,2.45679012345679,5.0588235294117645,0.4588235294117647,0.35294117647058826,4,0.176490484,satisfy,0
qcp-10-67-11_ext,,,,,,,0,0,1,240,701,31389,0,175,20,67,0.0496351,2.933054393305439,3.8870292887029287,3.8995633187772927,8.00836820083682,0.4351464435146444,0.2301255230125523,10,0.178132388,satisfy,0
qcp-10-67-12_ext,,,,,,,0,0,1,172,431,17124,0,154,20,67,0.0473526,2.52046783625731,3.6491228070175437,4.184049079754601,9.12280701754386,0.9239766081871345,0.3508771929824561,8,0.2371137,satisfy,0
qcp-10-67-13_ext,,,,,,,0,0,1,144,398,17492,0,100,20,67,0.0510734,2.7832167832167833,3.1538461538461537,2.893617021276596,5.713286713286713,0.7902097902097902,0.2517482517482518,2,0.163430099,satisfy,0
qcp-10-67-14_ext,,,,,,,0,0,1,33,63,3242,0,17,20,67,0.0491102,1.96875,2.5,1.7037037037037037,3.40625,0.53125,0.09375,5,0.198970706,satisfy,0
qcp-10-67-1_ext,410,410,0,1,410,0,0,0,0,48,369,7506,0,47,20,67,0.0419262,6.5,8.8125,4.020833333333333,7.3125,0.3333333333333333,0.4166666666666667,0,0.141821774,satisfy,0
qcp-10-67-2_ext,841,841,0,1,841,0,0,0,0,103,600,11538,0,82,20,67,0.0552582,5.359223300970874,8.70873786407767,4.660194174757281,9.844660194174757,0.5145631067961165,0.4174757281553398,0,0.207252814,satisfy,0
qcp-10-67-3_ext,1040,1040,0,1,1040,0,0,0,0,94,623,8092,0,62,20,67,0.048715,6.095744680851064,5.723404255319149,5.574468085106383,12.26595744680851,0.6063829787234043,0.3404255319148936,0,0.109046134,satisfy,0
qcp-10-67-4_ext,247,247,0,1,247,0,0,0,0,32,409,6197,0,31,20,67,0.0601678,11.0625,7.4375,3.78125,6.78125,0.15625,0.53125,0,0.11965499,satisfy,0
qcp-10-67-5_ext,691,691,0,1,691,0,0,0,0,61,472,7969,0,57,20,67,0.0553922,6.950819672131147,6.426229508196721,4.508196721311475,10.01639344262295,0.39344262295081966,0.5081967213114754,0,0.128033495,satisfy,0
qcp-10-67-6_ext,278,278,0,1,278,0,0,0,0,44,475,10191,0,78,20,67,0.0445895,9.840909090909092,10.113636363636363,3.8636363636363638,7.386363636363637,0.25,0.5909090909090909,0,0.164874667,satisfy,0
