Filename,11AutonomousSearchAverageSizeOfHeap,11AutonomousSearchNumAssignedPredicatesEncountered,11AutonomousSearchNumBackupCalled,11AutonomousSearchNumCalls,11AutonomousSearchNumPredicatesAdded,11AutonomousSearchNumPredicatesRemoved,ERROR,UNKNOWN,UNSATISFIABLE,engineStatisticsNumConflicts,engineStatisticsNumDecisions,engineStatisticsNumPropagations,engineStatisticsNumRestarts,engineStatisticsTimeSpentInSolver,flatIntConstraints,flatIntVars,flatTime,learnedClauseStatisticsAverageBacktrackAmount,learnedClauseStatisticsAverageConflictSize,learnedClauseStatisticsAverageLbd,learnedClauseStatisticsAverageLearnedClauseLength,learnedClauseStatisticsAverageNumberOfRemovedLiteralsRecursive,learnedClauseStatisticsAverageNumberOfRemovedLiteralsSemantic,learnedClauseStatisticsNumUnitClausesLearned,mddCompilationTime,method,paths
s3-01,1034,1034,0,1,1034,0,0,0,0,5156,5498,188615,0,3381,3,20,0.0159488,1.0649728471683475,10.728277734678045,6.775601241272304,13.579519006982157,1.8114817688130334,0.02230411171450737,0,0.27457796,satisfy,0
s3-02,1154,1154,0,1,1154,0,0,0,0,4773,5172,271362,0,4208,3,20,0.0177424,1.0810810810810811,11.09553739786298,6.9358893777498425,12.782945736434108,2.023465325790907,0.00251414204902577,0,0.271466574,satisfy,0
s3-03,1070,1070,0,1,1070,0,0,0,0,4947,5609,221900,0,4237,3,20,0.0168818,1.131999191429149,10.75803517283202,6.899332929047908,13.151809177279159,2.4792803719425915,0.036385688295936934,0,0.317957384,satisfy,0
s3-04,1863,1863,0,1,1863,0,0,0,0,5327,5767,436022,0,5277,3,20,0.0199795,1.081659470621363,11.260371691383519,6.201088997371386,12.74544771916651,3.005443964708091,0.0030035667354984044,1,0.323702452,satisfy,0
s3-05,2194,2194,0,1,2194,0,0,0,0,8968,9424,922398,0,17568,3,20,0.01726,1.0497323818019626,10.539027653880463,6.115436091902744,12.326605709188225,3.2438670829616414,0.0073595004460303304,2,0.230528305,satisfy,0
s3-06,2019,2019,0,1,2019,0,0,0,0,6761,7634,409515,0,7078,3,20,0.0223899,1.1280875610116847,11.697677858304985,6.647781065088758,12.773406300843071,2.9779618399645025,0.013163733175565745,1,0.273194256,satisfy,0
s3-07,1077,1077,0,1,1077,0,0,0,0,4988,5703,204125,0,3165,3,20,0.0172454,1.1413392141138734,11.423616680032078,6.7457898957498,14.125100240577385,1.378307939053729,0.028668805132317562,0,0.294751298,satisfy,0
s3-08,2788,2788,0,1,2788,0,0,0,0,14960,16159,846182,0,15422,3,20,0.0162657,1.079879679144385,12.917513368983958,6.7156705441904,13.663636363636364,2.707553475935829,0.029879679144385028,2,0.231465787,satisfy,0
s3-09,1847,1847,0,1,1847,0,0,0,0,8702,9449,340480,0,8138,3,20,0.0165308,1.085497586761664,10.598483107331647,6.137831934705138,12.081015858423351,2.1746724890829694,0.00850379223167088,3,0.227134799,satisfy,0
s3-10,2300,2300,0,1,2300,0,0,0,0,12689,13880,535035,0,11041,3,20,0.0203343,1.0933879738356056,11.359523997162897,6.964454602774275,13.294979903853731,2.9826621483174405,0.01970210418472693,1,0.279844258,satisfy,0
