Filename,1AutonomousSearchAverageSizeOfHeap,1AutonomousSearchNumAssignedPredicatesEncountered,1AutonomousSearchNumBackupCalled,1AutonomousSearchNumCalls,1AutonomousSearchNumPredicatesAdded,1AutonomousSearchNumPredicatesRemoved,ERROR,UNKNOWN,UNSATISFIABLE,engineStatisticsNumConflicts,engineStatisticsNumDecisions,engineStatisticsNumPropagations,engineStatisticsNumRestarts,engineStatisticsTimeSpentInSolver,flatIntConstraints,flatIntVars,flatTime,learnedClauseStatisticsAverageBacktrackAmount,learnedClauseStatisticsAverageConflictSize,learnedClauseStatisticsAverageLbd,learnedClauseStatisticsAverageLearnedClauseLength,learnedClauseStatisticsAverageNumberOfRemovedLiteralsRecursive,learnedClauseStatisticsAverageNumberOfRemovedLiteralsSemantic,learnedClauseStatisticsNumUnitClausesLearned,mddCompilationTime,method,nSolutions,paths
qcp-15-120-2_ext,410.56375838926175,148506,353,745,3572,0,0,0,0,376,1917,193364,0,935,30,225,0.113636,5.0212765957446805,10.558510638297872,5.805851063829787,11.752659574468085,0.3324468085106383,0.6382978723404256,0,2.815672072,satisfy,1,0
qcp-15-120-3_ext,222.01845018450186,92448,347,813,4879,0,0,0,0,1784,3458,406600,0,1689,30,225,0.0827488,1.9321748878923768,5.693946188340807,6.332399103139013,25.09865470852018,1.6659192825112108,0.7982062780269058,0,2.2967516740000002,satisfy,1,0
qcp-15-120-4_ext,511.7470760233918,145713,309,684,4529,0,0,0,0,1449,3059,317423,0,1341,30,225,0.0821426,2.095928226363009,5.3216011042098,7.520358868184955,24.392684610075914,1.8847481021394066,1.0034506556245686,0,3.996769401,satisfy,1,0
qcp-15-120-5_ext,681.0879345603272,157892,277,978,5253,0,0,0,0,3043,5672,659491,0,2958,30,225,0.0820504,1.8590207032533683,4.557344725599737,5.037146614069691,18.435425566874795,1.3263227078540913,0.527768649359185,1,9.95834698,satisfy,1,0
qcp-15-120-6_ext,585.2412790697674,155247,337,1032,4522,0,0,0,0,845,2457,258561,0,1507,30,225,0.0827665,2.880473372781065,5.489940828402367,6.565680473372781,18.345562130177516,0.8887573964497042,0.6686390532544378,0,3.036783931,satisfy,1,0
qcp-15-120-7_ext,540.1058139534883,119012,364,860,4570,0,0,0,0,1105,2619,270254,0,1103,30,225,0.0828701,2.3529411764705883,5.350226244343891,7.206521739130435,21.36289592760181,1.2597285067873303,0.6289592760180995,1,3.03300957,satisfy,1,0
qcp-15-120-8_ext,382.20549242424244,112159,323,1056,5341,0,0,0,0,4627,7558,920587,0,3893,30,225,0.082944,1.6282688567106116,5.990706721417765,9.605359844391614,34.05424681218933,2.766803544413227,0.9580721850010806,0,6.233955297,satisfy,1,0
qcp-15-120-9_ext,474.6531483457844,105109,344,937,4812,0,0,0,0,7199,10671,1414662,0,5898,30,225,0.0818928,1.4807612168356716,5.26003611612724,7.514099180441728,27.96471732185026,3.3760244478399777,0.9973607445478538,0,3.218705416,satisfy,1,0
qcp-20-187-0_ext,,,,,,,0,1,0,,,,,,40,400,0.0872894,,,,,,,,,satisfy,,0
qcp-20-187-10_ext,,,,,,,0,1,0,,,,,,40,400,0.178668,,,,,,,,,satisfy,,0
qcp-20-187-11_ext,,,,,,,0,1,0,,,,,,40,400,0.169718,,,,,,,,,satisfy,,0
qcp-20-187-12_ext,,,,,,,0,1,0,,,,,,40,400,0.186789,,,,,,,,,satisfy,,0
qcp-20-187-13_ext,,,,,,,0,1,0,,,,,,40,400,0.172377,,,,,,,,,satisfy,,0
qcp-20-187-14_ext,,,,,,,0,1,0,,,,,,40,400,0.165158,,,,,,,,,satisfy,,0
qcp-20-187-1_ext,1140.8896363254153,517351,504,4757,11181,0,0,0,0,14844,28605,4860358,0,29092,40,400,0.180986,1.9256938830503907,8.910401509027217,10.897453173426761,40.21429533818378,3.9906359471840473,0.9446914578280787,2,404.93322792,satisfy,1,0
qcp-20-187-2_ext,,,,,,,0,1,0,,,,,,40,400,0.157822,,,,,,,,,satisfy,,0
qcp-20-187-3_ext,,,,,,,0,1,0,,,,,,40,400,0.167774,,,,,,,,,satisfy,,0
qcp-20-187-4_ext,,,,,,,0,1,0,,,,,,40,400,0.171593,,,,,,,,,satisfy,,0
qcp-20-187-5_ext,,,,,,,0,1,0,,,,,,40,400,0.166209,,,,,,,,,satisfy,,0
qcp-20-187-6_ext,704.8723076923077,324254,519,1300,9128,0,0,0,0,53371,70415,16432112,0,99232,40,400,0.168046,1.3189372505667871,8.215885031196718,14.75239362200446,62.7890802121002,5.5598171291525365,1.7562159225047311,0,357.646260674,satisfy,1,0
qcp-20-187-7_ext,541.0730994152046,269837,529,1026,9229,0,0,0,0,68677,92028,23647351,0,149998,40,400,0.125519,1.3397935262169285,8.704078512456864,13.955427090310744,55.81842538258806,6.408986997102378,1.518150181283399,3,464.737199172,satisfy,1,0
qcp-20-187-8_ext,,,,,,,0,1,0,,,,,,40,400,0.140666,,,,,,,,,satisfy,,0
qcp-20-187-9_ext,,,,,,,0,1,0,,,,,,40,400,0.170427,,,,,,,,,satisfy,,0
qcp-25-264-0_ext,,,,,,,0,1,0,,,,,,50,625,0.172753,,,,,,,,,satisfy,,0
qcp-25-264-10_ext,,,,,,,0,1,0,,,,,,50,625,0.175565,,,,,,,,,satisfy,,0
qcp-25-264-11_ext,,,,,,,0,1,0,,,,,,50,625,0.171848,,,,,,,,,satisfy,,0
qcp-25-264-12_ext,,,,,,,0,1,0,,,,,,50,625,0.165681,,,,,,,,,satisfy,,0
qcp-25-264-13_ext,,,,,,,0,1,0,,,,,,50,625,0.170507,,,,,,,,,satisfy,,0
qcp-25-264-14_ext,,,,,,,0,1,0,,,,,,50,625,0.171823,,,,,,,,,satisfy,,0
qcp-25-264-1_ext,,,,,,,0,1,0,,,,,,50,625,0.170741,,,,,,,,,satisfy,,0
qcp-25-264-2_ext,,,,,,,0,1,0,,,,,,50,625,0.176765,,,,,,,,,satisfy,,0
qcp-25-264-3_ext,,,,,,,0,1,0,,,,,,50,625,0.171066,,,,,,,,,satisfy,,0
qcp-25-264-4_ext,,,,,,,0,1,0,,,,,,50,625,0.174691,,,,,,,,,satisfy,,0
qcp-25-264-5_ext,,,,,,,0,1,0,,,,,,50,625,0.171728,,,,,,,,,satisfy,,0
qcp-25-264-6_ext,,,,,,,0,1,0,,,,,,50,625,0.171401,,,,,,,,,satisfy,,0
qcp-25-264-7_ext,,,,,,,0,1,0,,,,,,50,625,0.168726,,,,,,,,,satisfy,,0
qcp-25-264-8_ext,,,,,,,0,1,0,,,,,,50,625,0.169701,,,,,,,,,satisfy,,0
qcp-25-264-9_ext,,,,,,,0,1,0,,,,,,50,625,0.187071,,,,,,,,,satisfy,,0
