Filename,1AutonomousSearchAverageSizeOfHeap,1AutonomousSearchNumAssignedPredicatesEncountered,1AutonomousSearchNumBackupCalled,1AutonomousSearchNumCalls,1AutonomousSearchNumPredicatesAdded,1AutonomousSearchNumPredicatesRemoved,ERROR,UNKNOWN,UNSATISFIABLE,engineStatisticsNumConflicts,engineStatisticsNumDecisions,engineStatisticsNumPropagations,engineStatisticsNumRestarts,engineStatisticsTimeSpentInSolver,flatIntConstraints,flatIntVars,flatTime,learnedClauseStatisticsAverageBacktrackAmount,learnedClauseStatisticsAverageConflictSize,learnedClauseStatisticsAverageLbd,learnedClauseStatisticsAverageLearnedClauseLength,learnedClauseStatisticsAverageNumberOfRemovedLiteralsRecursive,learnedClauseStatisticsAverageNumberOfRemovedLiteralsSemantic,learnedClauseStatisticsNumUnitClausesLearned,mddCompilationTime,method,nSolutions,paths
qcp-10-67-6_ext,347,347,0,1,347,0,0,0,0,19,55,972,0,9,20,100,0.361248,1.4736842105263157,2.9473684210526314,4.894736842105263,9.473684210526315,0.3684210526315789,0.47368421052631576,0,0.508354648,satisfy,1,0
qcp-10-67-7_ext,495,495,0,1,495,0,0,0,0,51,159,1998,0,23,20,100,0.339083,2.607843137254902,2.2745098039215685,3.06,5.901960784313726,0.21568627450980393,0.43137254901960786,1,0.417042881,satisfy,1,0
qcp-10-67-8_ext,61,61,0,1,61,0,0,0,0,2,23,598,0,6,20,100,0.343505,1.5,2,3.5,5.5,0,0,0,0.412635859,satisfy,1,0
qcp-10-67-9_ext,262,262,0,1,262,0,0,0,0,10,38,744,0,14,20,100,0.333821,1.8,2,4.1,8,0.1,0.5,0,0.411256829,satisfy,1,0
qcp-15-120-0_ext,1994,1994,0,1,1994,0,0,0,0,59,195,4691,0,77,30,225,0.236271,2.76271186440678,2.2033898305084745,9.135593220338983,19.440677966101696,0.4576271186440678,0.4745762711864407,0,10.651285275,satisfy,1,0
qcp-15-120-10_ext,,,,,,,0,0,1,5795,9428,358048,0,10261,30,225,0.200792,1.627200552295478,4.340869865377977,5.622018665744902,20.605281325509146,2.7854677252329996,0.6741456679323438,8,15.951742209,satisfy,0,0
qcp-15-120-11_ext,,,,,,,0,0,1,44,127,3283,0,79,30,225,0.231758,2.953488372093023,2.3255813953488373,3.85,7.883720930232558,0.4883720930232558,0.4883720930232558,3,3.969227111,satisfy,0,0
qcp-15-120-12_ext,,,,,,,0,0,1,1572,2734,83053,0,1604,30,225,0.362514,1.740292807129217,3.9681731381285803,6.0140575079872205,20.502227880331,1.5983450031826862,0.5754296626352642,6,10.502862684,satisfy,0,0
qcp-15-120-13_ext,,,,,,,0,0,1,3270,4815,194909,0,4818,30,225,0.326126,1.4729275007647598,4.103395533802386,4.916871165644172,20.622514530437442,2.884674212297339,0.6228204343836036,9,5.045170232,satisfy,0,0
qcp-15-120-14_ext,,,,,,,0,0,1,102,307,6139,0,120,30,225,0.534614,3.0396039603960396,2.613861386138614,4.23469387755102,8.455445544554456,0.693069306930693,0.5148514851485149,3,9.798687731,satisfy,0,0
qcp-15-120-1_ext,2651,2651,0,1,2651,0,0,0,0,490,843,27921,0,900,30,225,0.177323,1.6857142857142857,3.13265306122449,8.76734693877551,25.416326530612245,0.9204081632653062,0.5224489795918368,0,7.944983214,satisfy,1,0
qcp-15-120-2_ext,1282,1282,0,1,1282,0,0,0,0,60,176,4534,0,146,30,225,0.377637,2.566666666666667,2.15,6.783333333333333,15.8,0.2833333333333333,0.4666666666666667,0,8.324553751,satisfy,1,0
qcp-15-120-3_ext,2913,2913,0,1,2913,0,0,0,0,1421,2372,77851,0,1830,30,225,0.295241,1.65798733286418,4.280084447572133,6.498240675580577,25.824771287825474,2.0218156228008444,0.8676988036593948,0,6.824458586,satisfy,1,0
qcp-15-120-4_ext,2935,2935,0,1,2935,0,0,0,0,1200,1925,74250,0,1738,30,225,0.300186,1.5883333333333334,4.359166666666667,8.340833333333334,27.945,2.1983333333333333,1.0791666666666666,0,17.869214964,satisfy,1,0
qcp-15-120-5_ext,3285,3285,0,1,3285,0,0,0,0,2708,4264,160295,0,7429,30,225,0.473186,1.5690546528803544,3.8556129985228953,5.152567417805689,19.425775480059084,1.4098966026587887,0.5236336779911374,1,6.760791039,satisfy,1,0
qcp-15-120-6_ext,2823,2823,0,1,2823,0,0,0,0,695,1071,36686,0,1034,30,225,0.189078,1.506474820143885,3.3640287769784174,7.919424460431655,24.33093525179856,1.0359712230215827,0.753956834532374,0,8.503949835,satisfy,1,0
qcp-15-120-7_ext,2796,2796,0,1,2796,0,0,0,0,851,1332,49385,0,781,30,225,0.381062,1.5428907168037602,4.081081081081081,8.493537015276146,25.613396004700352,1.5076380728554641,0.6592244418331374,0,9.654229496,satisfy,1,0
qcp-15-120-8_ext,3194,3194,0,1,3194,0,0,0,0,4339,6159,264362,0,12770,30,225,0.216838,1.4143811938234616,5.470615349158792,10.00184374279788,35.69993085964508,2.9253284166858724,0.9748790043788892,0,19.589346546,satisfy,1,0
qcp-15-120-9_ext,3034,3034,0,1,3034,0,0,0,0,6942,9492,434079,0,13002,30,225,0.591301,1.3657447421492366,5.058340535868626,7.684673004897724,28.70368769806972,3.4889080956496685,1.0152693748199366,0,6.210092383,satisfy,1,0
qcp-20-187-0_ext,,,,,,,0,1,0,,,,,,40,400,0.43452,,,,,,,,,satisfy,,0
qcp-20-187-10_ext,,,,,,,0,1,0,,,,,,40,400,0.406114,,,,,,,,,satisfy,,0
qcp-20-187-11_ext,,,,,,,0,1,0,,,,,,40,400,0.389344,,,,,,,,,satisfy,,0
qcp-20-187-12_ext,,,,,,,0,1,0,,,,,,40,400,0.403802,,,,,,,,,satisfy,,0
qcp-20-187-13_ext,,,,,,,0,1,0,,,,,,40,400,0.547455,,,,,,,,,satisfy,,0
qcp-20-187-14_ext,,,,,,,0,1,0,,,,,,40,400,0.419085,,,,,,,,,satisfy,,0
qcp-20-187-1_ext,,,,,,,0,1,0,,,,,,40,400,0.746153,,,,,,,,,satisfy,,0
qcp-20-187-2_ext,,,,,,,0,1,0,,,,,,40,400,0.525467,,,,,,,,,satisfy,,0
qcp-20-187-3_ext,,,,,,,0,1,0,,,,,,40,400,0.448709,,,,,,,,,satisfy,,0
qcp-20-187-4_ext,,,,,,,0,1,0,,,,,,40,400,0.553303,,,,,,,,,satisfy,,0
qcp-20-187-5_ext,,,,,,,0,1,0,,,,,,40,400,0.565908,,,,,,,,,satisfy,,0
qcp-20-187-6_ext,,,,,,,0,1,0,,,,,,40,400,0.571814,,,,,,,,,satisfy,,0
qcp-20-187-7_ext,,,,,,,0,1,0,,,,,,40,400,0.365357,,,,,,,,,satisfy,,0
qcp-20-187-8_ext,,,,,,,0,1,0,,,,,,40,400,0.614626,,,,,,,,,satisfy,,0
qcp-20-187-9_ext,,,,,,,0,1,0,,,,,,40,400,0.464453,,,,,,,,,satisfy,,0
qcp-25-264-0_ext,,,,,,,0,1,0,,,,,,50,625,0.555329,,,,,,,,,satisfy,,0
qcp-25-264-10_ext,,,,,,,0,1,0,,,,,,50,625,0.613913,,,,,,,,,satisfy,,0
qcp-25-264-11_ext,,,,,,,0,1,0,,,,,,50,625,0.458001,,,,,,,,,satisfy,,0
qcp-25-264-12_ext,,,,,,,0,0,0,,,,,,50,625,0.519856,,,,,,,,,satisfy,,0
qcp-25-264-13_ext,,,,,,,0,1,0,,,,,,50,625,0.458416,,,,,,,,,satisfy,,0
qcp-25-264-14_ext,,,,,,,0,1,0,,,,,,50,625,0.466779,,,,,,,,,satisfy,,0
qcp-25-264-1_ext,,,,,,,0,1,0,,,,,,50,625,0.540819,,,,,,,,,satisfy,,0
qcp-25-264-2_ext,,,,,,,0,1,0,,,,,,50,625,0.522178,,,,,,,,,satisfy,,0
qcp-25-264-3_ext,,,,,,,0,1,0,,,,,,50,625,0.610774,,,,,,,,,satisfy,,0
qcp-25-264-4_ext,,,,,,,0,1,0,,,,,,50,625,0.520538,,,,,,,,,satisfy,,0
qcp-25-264-5_ext,,,,,,,0,1,0,,,,,,50,625,0.482314,,,,,,,,,satisfy,,0
qcp-25-264-6_ext,,,,,,,0,1,0,,,,,,50,625,0.415721,,,,,,,,,satisfy,,0
qcp-25-264-7_ext,,,,,,,0,1,0,,,,,,50,625,0.453547,,,,,,,,,satisfy,,0
qcp-25-264-8_ext,,,,,,,0,1,0,,,,,,50,625,0.49078,,,,,,,,,satisfy,,0
qcp-25-264-9_ext,,,,,,,0,1,0,,,,,,50,625,0.277512,,,,,,,,,satisfy,,0
