Filename,1AutonomousSearchAverageSizeOfHeap,1AutonomousSearchNumAssignedPredicatesEncountered,1AutonomousSearchNumBackupCalled,1AutonomousSearchNumCalls,1AutonomousSearchNumPredicatesAdded,1AutonomousSearchNumPredicatesRemoved,ERROR,UNKNOWN,UNSATISFIABLE,engineStatisticsNumConflicts,engineStatisticsNumDecisions,engineStatisticsNumPropagations,engineStatisticsNumRestarts,engineStatisticsTimeSpentInSolver,flatIntConstraints,flatIntVars,flatTime,learnedClauseStatisticsAverageBacktrackAmount,learnedClauseStatisticsAverageConflictSize,learnedClauseStatisticsAverageLbd,learnedClauseStatisticsAverageLearnedClauseLength,learnedClauseStatisticsAverageNumberOfRemovedLiteralsRecursive,learnedClauseStatisticsAverageNumberOfRemovedLiteralsSemantic,learnedClauseStatisticsNumUnitClausesLearned,mddCompilationTime,method,nSolutions,paths
qcp-10-67-0_ext,383,383,0,1,383,0,0,0,0,15,95,1098,0,37,20,100,0.400241,4.8,2,5,8.066666666666666,0.26666666666666666,0.13333333333333333,0,0.193137305,satisfy,1,0
qcp-10-67-10_ext,,,,,,,0,0,1,43,158,1766,0,26,20,100,0.316115,3.761904761904762,2.0952380952380953,1.9230769230769231,4.214285714285714,0.42857142857142855,0.4523809523809524,3,0.402948828,satisfy,0,0
qcp-10-67-11_ext,,,,,,,0,0,1,221,616,7488,0,130,20,100,0.270476,2.8,2.7,4.5233644859813085,8.754545454545454,0.42727272727272725,0.2772727272727273,6,0.252699439,satisfy,0,0
qcp-10-67-12_ext,,,,,,,0,0,1,185,604,6469,0,133,20,100,0.183021,3.282608695652174,2.3206521739130435,3.9329608938547485,7.896739130434782,0.23369565217391305,0.32065217391304346,5,0.272123006,satisfy,0,0
qcp-10-67-13_ext,,,,,,,0,0,1,8,24,588,0,9,20,100,0.298494,3.4285714285714284,2,1,1.8571428571428572,0.7142857142857143,0.2857142857142857,5,0.243943815,satisfy,0,0
qcp-10-67-14_ext,,,,,,,0,0,1,19,83,1208,0,21,20,100,0.171096,4.611111111111111,2.111111111111111,1.9285714285714286,3.6666666666666665,0.3333333333333333,0.2222222222222222,4,0.287047745,satisfy,0,0
qcp-10-67-1_ext,345,345,0,1,345,0,0,0,0,30,90,1388,0,16,20,100,0.364999,2.4,2,3.7666666666666666,6.733333333333333,0.43333333333333335,0.36666666666666664,0,0.17170062,satisfy,1,0
qcp-10-67-2_ext,69,69,0,1,69,0,0,0,0,2,16,623,0,16,20,100,0.267236,1,2,3.5,8,0,0.5,0,0.81302231,satisfy,1,0
qcp-10-67-3_ext,759,759,0,1,759,0,0,0,0,75,157,2764,0,88,20,100,0.245905,1.8533333333333333,2.8666666666666667,4.986666666666666,12.2,0.4,0.32,0,0.268922281,satisfy,1,0
qcp-10-67-4_ext,503,503,0,1,503,0,0,0,0,26,67,1216,0,11,20,100,0.202671,1.8076923076923077,2,5.115384615384615,9.153846153846153,0.34615384615384615,0.4230769230769231,0,0.32784412,satisfy,1,0
qcp-10-67-5_ext,0,0,0,1,0,0,0,0,0,0,20,576,0,4,20,100,0.304393,0,0,0,0,0,0,0,0.295259117,satisfy,1,0
